summary_level	metric	n_intervals	min_ci_half_width	median_ci_half_width	max_ci_half_width	min_n_compounds	max_n_compounds	ci_methods	ci_statuses
table_7_dataset	centroid_baseline_deg_lfc_spearman_sym_p05	12	0.006026303773994962	0.020859824132067266	0.06778582569484998	86	9096	bca	ok
table_7_dataset	dataset_cell_type_normalized_centroid_baseline_deg_lfc_spearman_sym_p05	12	0.006345496253691782	0.019192939457381212	0.05993700944212517	86	9100	bca	ok
table_7_dataset	dataset_cell_type_normalized_delta_vs_centroid_deg_lfc_spearman_sym_p05	12	0.009275874697749733	0.03031099632844445	0.0937674221487978	86	5018	bca	ok
table_7_dataset	dataset_cell_type_normalized_delta_vs_individual_peer_deg_lfc_spearman_sym_p05	12	0.007363023983477865	0.02896856099863138	0.05767196779291764	86	5018	bca	ok
table_7_dataset	dataset_cell_type_normalized_individual_peer_corrected_percentile_deg_lfc_spearman_sym_p05	12	0.005440324819056264	0.020171117841572328	0.05510303147366569	86	5018	bca	ok
table_7_dataset	dataset_cell_type_normalized_individual_peer_fraction_below_observed_deg_lfc_spearman_sym_p05	12	0.005616815625990479	0.02101846447970615	0.05477271265302769	86	5018	bca	ok
table_7_dataset	dataset_cell_type_normalized_individual_peer_mean_deg_lfc_spearman_sym_p05	12	0.0006391093514044922	0.005020195245740298	0.023553672921416767	86	5018	bca	ok
table_7_dataset	dataset_cell_type_normalized_individual_peer_sd_deg_lfc_spearman_sym_p05	12	0.0031998552994858265	0.010521945885059517	0.02611673688259833	86	5018	bca	ok
table_7_dataset	dataset_cell_type_normalized_observed_deg_lfc_spearman_sym_p05	12	0.0071117462003288945	0.032786145248444504	0.061609135458063735	86	5018	bca	ok
table_7_dataset	dataset_normalized_centroid_baseline_deg_lfc_spearman_sym_p05	12	0.006207765310539806	0.01948012544123566	0.0518645548342425	86	9100	bca	ok
table_7_dataset	dataset_normalized_delta_vs_centroid_deg_lfc_spearman_sym_p05	12	0.009311214443745705	0.02896458594949917	0.06482970659776621	86	5018	bca	ok
table_7_dataset	dataset_normalized_delta_vs_individual_peer_deg_lfc_spearman_sym_p05	12	0.007059481701540596	0.02913816659951311	0.05552546889689516	86	5018	bca	ok
table_7_dataset	dataset_normalized_individual_peer_corrected_percentile_deg_lfc_spearman_sym_p05	12	0.005435128509337694	0.02008154753619895	0.0535212186874271	86	5018	bca	ok
table_7_dataset	dataset_normalized_individual_peer_fraction_below_observed_deg_lfc_spearman_sym_p05	12	0.005726000305848966	0.020749196358299166	0.05812107347503803	86	5018	bca	ok
table_7_dataset	dataset_normalized_individual_peer_mean_deg_lfc_spearman_sym_p05	12	0.0006258083885347681	0.005345945092830767	0.033609220640733156	86	5018	bca	ok
table_7_dataset	dataset_normalized_individual_peer_sd_deg_lfc_spearman_sym_p05	12	0.0030819720754675373	0.010626245198006007	0.025922658538217014	86	5018	bca	ok
table_7_dataset	dataset_normalized_observed_deg_lfc_spearman_sym_p05	12	0.007437413648822874	0.0334307724735841	0.07124934189460591	86	5018	bca	ok
table_7_dataset	delta_vs_centroid_deg_lfc_spearman_sym_p05	12	0.008009202485630904	0.02885481697703095	0.06670178579751304	86	5007	bca	ok
table_7_dataset	delta_vs_individual_peer_deg_lfc_spearman_sym_p05	12	0.006807565808228611	0.02698471348258228	0.0585178580677637	86	5007	bca	ok
table_7_dataset	individual_peer_corrected_percentile_deg_lfc_spearman_sym_p05	12	0.005493437797491674	0.019019738283324844	0.05969320877704687	86	5007	bca	ok
table_7_dataset	individual_peer_fraction_below_observed_deg_lfc_spearman_sym_p05	12	0.005260729591603341	0.01906710427851166	0.06161626558668304	86	5007	bca	ok
table_7_dataset	individual_peer_mean_deg_lfc_spearman_sym_p05	12	0.00129345509092961	0.00717744551905202	0.04068602478167491	86	5007	bca	ok
table_7_dataset	individual_peer_sd_deg_lfc_spearman_sym_p05	12	0.003065292116454482	0.0105272556520557	0.02906973718507086	86	5007	bca	ok
table_7_dataset	observed_deg_lfc_spearman_sym_p05	12	0.007185523366492141	0.03414635245062034	0.08087094808221948	86	5007	bca	ok
table_7_dataset	tstat_centroid_baseline_deg_spearman_sym_p05	12	0.006491098563962655	0.022342125090796305	0.060522796401195095	86	9100	bca	ok
table_7_dataset	tstat_delta_vs_centroid_deg_spearman_sym_p05	12	0.008507386946340694	0.028231486978296284	0.06403346011864215	86	5018	bca	ok
table_7_dataset	tstat_delta_vs_individual_peer_deg_spearman_sym_p05	12	0.007017740363514102	0.02909577079408144	0.05735568844206512	86	5018	bca	ok
table_7_dataset	tstat_individual_peer_corrected_percentile_deg_spearman_sym_p05	12	0.0051661510308873	0.019454060171846504	0.062366718130627885	86	5018	bca	ok
table_7_dataset	tstat_individual_peer_fraction_below_observed_deg_spearman_sym_p05	12	0.005317315111268983	0.01984131486344029	0.05968634833578207	86	5018	bca	ok
table_7_dataset	tstat_individual_peer_mean_deg_spearman_sym_p05	12	0.00196406453128619	0.006775039318716947	0.04255016160363406	86	5018	bca	ok
table_7_dataset	tstat_individual_peer_sd_deg_spearman_sym_p05	12	0.0030841668995132687	0.010892553718805362	0.026492598572325915	86	5018	bca	ok
table_7_dataset	tstat_observed_deg_spearman_sym_p05	12	0.007248813857446995	0.035801031821469986	0.08222400262991167	86	5018	bca	ok
