dataset_pair	dataset_a	dataset_b	scale_variant	metric	mean	ci_low	ci_high	n_rows	n_finite_rows	n_compounds	ci_status	estimate_95_ci
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_observed_spearman_logfc	0.0959417228519639	0.0733347175074742	0.1257255184895997	127	127	83	ok	0.096 [0.073, 0.126]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_source_centroid_spearman_logfc_pair	0.1482013551166293	0.1304970326909519	0.1651243583106371	127	127	83	ok	0.148 [0.130, 0.165]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_source_peer_spearman_logfc_pair	0.0338162870617919	0.0308634343963136	0.0366569955407301	127	127	83	ok	0.034 [0.031, 0.037]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_source_peer_spearman_logfc_pair_corrected_percentile	0.5981519185342251	0.5622283613811472	0.6355181210475909	127	127	83	ok	0.598 [0.562, 0.636]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_source_peer_spearman_logfc_pair_fraction_below_observed	0.5962734483266336	0.5613930006401104	0.6356962814570837	127	127	83	ok	0.596 [0.561, 0.636]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_source_peer_spearman_logfc_pair_sd_score	0.1122605036247029	0.1083805499691359	0.116085978209336	127	127	83	ok	0.112 [0.108, 0.116]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_target_centroid_spearman_logfc_pair	0.0312115763473343	0.0213894021861632	0.0423283683583123	127	127	83	ok	0.031 [0.021, 0.042]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_target_peer_spearman_logfc_pair	0.0045827862449194	0.0032067451329619	0.0058980547897781	127	127	83	ok	0.005 [0.003, 0.006]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_target_peer_spearman_logfc_pair_corrected_percentile	0.7299524361984839	0.6933521683230119	0.7671533220204809	127	127	83	ok	0.730 [0.693, 0.767]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_target_peer_spearman_logfc_pair_fraction_below_observed	0.7286856217109592	0.6894150714786879	0.7635031971458793	127	127	83	ok	0.729 [0.689, 0.764]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	per_gene_population_zscore_dataset	w4_target_peer_spearman_logfc_pair_sd_score	0.0522676568596821	0.0496896863414688	0.0557892368289306	127	127	83	ok	0.052 [0.050, 0.056]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_delta_vs_source_centroid_spearman_logfc	-0.1841826748135278	-0.2023211415118979	-0.164543199717656	134	134	110	ok	-0.184 [-0.202, -0.165]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_delta_vs_source_peer_spearman_logfc	-0.0386181675298175	-0.053543151490112	-0.0205792649672351	134	134	110	ok	-0.039 [-0.054, -0.021]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_delta_vs_target_centroid_spearman_logfc	0.0141197876417772	0.0022566703405301	0.031833781509884	134	134	110	ok	+0.014 [0.002, 0.032]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_delta_vs_target_peer_spearman_logfc	0.0315877269317318	0.0209467719542251	0.0481243792018429	134	134	110	ok	+0.032 [0.021, 0.048]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_observed_spearman_logfc	0.0334500790979694	0.0212067671426718	0.0503250082846752	134	134	110	ok	0.033 [0.021, 0.050]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_source_centroid_spearman_logfc_pair	0.2176327539114972	0.2047897828700688	0.2306090069055643	134	134	110	ok	0.218 [0.205, 0.231]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_source_peer_spearman_logfc_pair	0.0720682466277869	0.0670416666059855	0.0765822250423626	134	134	110	ok	0.072 [0.067, 0.077]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	per_gene_population_zscore_dataset	w4_source_peer_spearman_logfc_pair_corrected_percentile	0.3868975995402472	0.3552749059649924	0.4246229507136475	134	134	110	ok	0.387 [0.355, 0.425]
