dataset_pair	dataset_a	dataset_b	similarity_metric	scale_variant	metric	mean	ci_low	ci_high	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_rows	n_finite_rows	n_compounds	uncertainty_scope
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5965344241336454	0.5746114142245647	0.6175677173927588	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5445233270461285	0.538806342346809	0.5493694639644703	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6268273598510142	0.5985455673853538	0.6545265762473946	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5259034608776045	0.522284137726292	0.5296613293215627	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	-0.0016071061949498033	-0.038086673689553215	0.03980014410618256	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.019621419341253263	-0.020218380980109474	0.061984622192386096	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.5451273954410139	0.5039600405289596	0.5867971598783963	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.5463723143894744	0.5072713145351694	0.5877763295558567	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.013315040095850435	0.0030959752321981426	0.04834460266946135	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.4989182951119716	0.4650520914442984	0.5403923030431553	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5479794205844242	0.5410343936280583	0.5533639071740339	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.5219760043344502	0.4833570136410336	0.5654734941998463	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5267508950482214	0.5213547313958008	0.5302607856949761	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.05690001092916855	-0.00381740424767242	0.12097430046011703	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.06867658533556188	0.006110867341570397	0.13757752070763785	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.5620478485003357	0.4982024145399262	0.6254795336797128	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.564798451893262	0.4993376226500284	0.6326560943319005	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.013128729752770674	0.0	0.03689064558629776	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.549991123353398	0.49660698601737113	0.5999873932455937	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5078984409640935	0.5028735641092269	0.5123554255383878	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.573930347135711	0.509642808005873	0.6427114745765844	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	negative_l2	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.4961218665577002	0.4945381200700807	0.4982432787111384	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	delta_vs_source_peer_normalized_rank	-0.008193271369969238	-0.01893869694242467	0.0029388416600459274	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.045075793838803446	0.03550554696818773	0.05566076505550946	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	observed_auroc	0.5465926720248673	0.5364296363361528	0.5573380447954795	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	observed_normalized_best_positive_rank	0.5468820576547977	0.5372764050414716	0.5571775727818896	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	observed_recall_at_1	0.014177166700489567	0.010134749032436302	0.020098429774749793	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	source_individual_corrected_percentile	0.4787200878214882	0.47039204664108875	0.4875477189033814	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	source_peer_normalized_rank	0.5550753290247673	0.5528740032764224	0.5573532102627161	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	target_individual_corrected_percentile	0.5458789547829805	0.5358747535278642	0.5559425075864083	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	negative_l2	raw	target_peer_normalized_rank	0.5018062638159944	0.5011557187543969	0.5026065287464193	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	delta_vs_source_peer_normalized_rank	-0.027287232258330046	-0.0953440188206849	0.03867375574865374	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.07045848592759989	0.010932754346648062	0.12928364976829107	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	observed_auroc	0.543473023101574	0.47665497818424885	0.6031817761379721	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	observed_normalized_best_positive_rank	0.5505900655773173	0.49196891736561643	0.6128491288247361	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	observed_recall_at_1	0.06612830074581738	0.01851408821964243	0.1876790645977974	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	source_individual_corrected_percentile	0.4742629427392415	0.4150754429303825	0.5438951632834147	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	source_peer_normalized_rank	0.5778772978356473	0.5645412042065069	0.5883999554385989	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	target_individual_corrected_percentile	0.5740204715351709	0.5144052909656593	0.6372398709568609	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	negative_l2	raw	target_peer_normalized_rank	0.4801315796497174	0.47696325931368605	0.48342969919644047	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	delta_vs_source_peer_normalized_rank	0.14777622105618754	0.11146513850264114	0.19039535714009387	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.19895318393311975	0.16048464010673247	0.2495872638224223	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	observed_auroc	0.7131927644114178	0.6800362664025174	0.7630052936419872	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	observed_normalized_best_positive_rank	0.7157465562946631	0.6820796197636627	0.7616211414400316	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	observed_recall_at_1	0.18794171398066734	0.12085807750140173	0.32979767949147815	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	source_individual_corrected_percentile	0.6247483501009898	0.586171435389579	0.6798880434734753	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	source_peer_normalized_rank	0.5658011833304357	0.5540911763240207	0.5768179886500575	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	target_individual_corrected_percentile	0.709787303489281	0.6743864545331203	0.7505755284379583	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	negative_l2	raw	target_peer_normalized_rank	0.5114490640780907	0.5033600447357804	0.5198332291730331	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	delta_vs_source_peer_normalized_rank	0.030891838800835875	-0.006113692577410485	0.06524084600594506	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.09632700908110953	0.06016903820617363	0.13039803596032348	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	observed_auroc	0.5903903618415225	0.5548135253787938	0.626648500014766	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	observed_normalized_best_positive_rank	0.5910263692666851	0.5579559397676648	0.6287320093826535	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	observed_recall_at_1	0.01614554079929107	0.007017763570889127	0.03356163338665946	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	source_individual_corrected_percentile	0.5151417871750275	0.4840917976771315	0.5441018481809636	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	source_peer_normalized_rank	0.5618552469126676	0.5516483790705623	0.5729500900625082	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	target_individual_corrected_percentile	0.6009742367480431	0.5625254840538111	0.6367309003805426	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	negative_l2	raw	target_peer_normalized_rank	0.49611348667241534	0.48426299482271173	0.5091850085376669	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	delta_vs_source_peer_normalized_rank	-0.0544587114261105	-0.13578700381450193	-0.0001536713221523459	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.03202336604112303	-0.029646423239184184	0.08396819947914676	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	observed_auroc	0.5284783159642575	0.47430295560868135	0.5715532252511295	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	observed_normalized_best_positive_rank	0.5324138858874756	0.4786577741122116	0.5744388992963674	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	observed_recall_at_1	0.027018053630210617	0.010846462264466826	0.059605547646650554	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	source_individual_corrected_percentile	0.4497292166282969	0.39144145776726025	0.48838835814499004	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	source_peer_normalized_rank	0.5855756914318828	0.5651801110391862	0.6164501970007454	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	target_individual_corrected_percentile	0.5530579115292985	0.48996629022858146	0.6027022549369943	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	negative_l2	raw	target_peer_normalized_rank	0.499086204437832	0.4885918169910533	0.5142643939532041	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	delta_vs_source_peer_normalized_rank	0.051810686903549126	-0.00922247520603313	0.11440327582804923	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.1729488589303576	0.11719437249205314	0.22612432135814214	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	observed_auroc	0.5794951400519202	0.5164176431769505	0.63303928666373	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	observed_normalized_best_positive_rank	0.5799476571294513	0.522844286359226	0.6352442656312882	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	observed_recall_at_1	0.06578947368421052	0.03261280917535337	0.11836222190760246	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	source_individual_corrected_percentile	0.5445277263890955	0.4794929728762024	0.612750738056244	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	source_peer_normalized_rank	0.528136970225902	0.5022559528492547	0.5510629721625397	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	target_individual_corrected_percentile	0.6659491511075912	0.6124954153105443	0.7171481110956253	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	negative_l2	raw	target_peer_normalized_rank	0.40699879819909357	0.40315345670525293	0.41288206557309226	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	delta_vs_source_peer_normalized_rank	0.10919782040541587	0.07953760840827974	0.13858746788703213	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.12898634640593518	0.09779820553547729	0.15832119408604464	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	observed_auroc	0.6526253112906162	0.6214237337980107	0.6846472877492297	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	observed_normalized_best_positive_rank	0.6531623381209388	0.6214260759698031	0.6843489052343212	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	observed_recall_at_1	0.018584112522205504	0.009196269330205294	0.03241695549492433	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	source_individual_corrected_percentile	0.5502956097633054	0.5327133463151086	0.5672722167269657	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	source_peer_normalized_rank	0.543964517715523	0.5407376112889714	0.5475663721926323	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	target_individual_corrected_percentile	0.6335856268251457	0.602253538012801	0.6670935238244864	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	negative_l2	raw	target_peer_normalized_rank	0.5241759917150037	0.5218803030201022	0.5268623561810823	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	delta_vs_source_peer_normalized_rank	-0.09716353782147477	-0.14843737875662272	-0.04583289011741986	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	delta_vs_target_peer_normalized_rank	0.00012848783275143383	-0.04093343556388312	0.04861179497045725	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	observed_auroc	0.521864839949689	0.4800050511012274	0.5685368089337822	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	observed_normalized_best_positive_rank	0.5227886244511213	0.48283799685671897	0.5700045188985162	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	observed_recall_at_1	0.0036842325737265415	0.0007869884575026233	0.009531404027130786	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	source_individual_corrected_percentile	0.4092747201392329	0.3714296017526844	0.4472253294973081	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	negative_l2	raw	source_peer_normalized_rank	0.6199521622725961	0.6121927354178391	0.6331253665939306	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
