dataset_pair	dataset_a	dataset_b	similarity_metric	scale_variant	metric	mean	ci_low	ci_high	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_rows	n_finite_rows	n_compounds	uncertainty_scope
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.06632081276272361	0.04454670292798656	0.09653635122516466	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.6866193023921503	0.6561414000409563	0.7208062281863526	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.519267525983416	0.5135693926805561	0.5257485675799011	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.7588479705579566	0.720865747448975	0.7931009070968117	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5141948157074314	0.5102707126672343	0.5187266167865621	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.09675265239945499	0.039428329947007915	0.15061265260165838	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.12507973095873934	0.07377639948524838	0.1728664212198292	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6275382724516877	0.575678236173307	0.6727381919412334	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6282263119492006	0.5748865538967715	0.6733337928707956	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.02802931391215292	0.014685353706875117	0.05037392122623412	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5605032771184992	0.5232127366394275	0.601295879275165	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5314736595497457	0.5167912690756777	0.5431007220313987	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.631486491130164	0.5846065102180434	0.6776027922626677	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5031465809904613	0.49875065986288875	0.5067799038116455	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.18375607282268158	0.10047315601774998	0.27827053950508057	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.1751668220627479	0.09779109215427953	0.2671543021073082	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6779278247477571	0.600578164909893	0.7715689100059678	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6784235827783252	0.6040082943589896	0.7769378729349411	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.0701619778346121	0.02810129345410985	0.12941218903394977	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.6359586600694469	0.5819475502582141	0.7163508240504542	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.49466750995564346	0.48066051224788614	0.5056726970009945	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6808627554578435	0.6023208212818466	0.7740342592245769	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5032567607155771	0.49322967727430705	0.5117043208094272	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	delta_vs_source_peer_normalized_rank	-0.0361580462226244	-0.0509132453749968	-0.0205335879394126	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	delta_vs_target_peer_normalized_rank	0.075088349458192	0.0608950920165885	0.0887801089515292	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	observed_auroc	0.5759568006441315	0.5620392308540755	0.5902998820084738	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	observed_normalized_best_positive_rank	0.5762408415802363	0.56104735676636	0.5900985363030644	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	observed_recall_at_1	0.0225252381363831	0.0164191253048383	0.0304166749308713	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	source_individual_corrected_percentile	0.4570330581273225	0.4447645961884005	0.4691768760247144	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	source_peer_normalized_rank	0.6123988878028608	0.6087851687559885	0.6157600988707362	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	target_individual_corrected_percentile	0.5775216626252304	0.5631265329277548	0.5921102266435172	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	raw	target_peer_normalized_rank	0.5011524921220438	0.5004784751036354	0.5021250891865614	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	delta_vs_source_peer_normalized_rank	-0.106972659405837	-0.1863258113264072	-0.018892733458966	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	delta_vs_target_peer_normalized_rank	0.0921364929016838	0.0254170860164437	0.1780622670911739	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	observed_auroc	0.6176016783986651	0.5408605214916533	0.6978404687698904	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	observed_normalized_best_positive_rank	0.62559648627581	0.5586487863948388	0.7049823614532026	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	observed_recall_at_1	0.0977841449016615	0.048613596081583	0.2137563813639598	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	source_individual_corrected_percentile	0.3969695131281719	0.3517340060558186	0.4910992059206541	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	source_peer_normalized_rank	0.732569145681647	0.7137130607643681	0.7528446384877497	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	target_individual_corrected_percentile	0.6009114274164131	0.5345037183130148	0.6865062325444048	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	raw	target_peer_normalized_rank	0.5334599933741262	0.5299195041075246	0.5368073351194428	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	delta_vs_source_peer_normalized_rank	0.1168276066390096	0.0701394591426117	0.1742319206614253	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	delta_vs_target_peer_normalized_rank	0.2194025788673599	0.1783096883956224	0.2694996376369183	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	observed_auroc	0.746494414963768	0.7056196343145361	0.7988999414575441	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	observed_normalized_best_positive_rank	0.7490392339667347	0.7109199221381185	0.7998878480211907	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	observed_recall_at_1	0.2378790547389026	0.1748306198957425	0.3451934251515713	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	source_individual_corrected_percentile	0.6381340004034276	0.5855831354809841	0.7135693081048713	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	source_peer_normalized_rank	0.6307190838699531	0.6185118954067979	0.6449269857468565	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	target_individual_corrected_percentile	0.7460082420244905	0.7061128031004105	0.7956290807100244	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	raw	target_peer_normalized_rank	0.5256502719119052	0.5179401618372362	0.5345398625072378	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	delta_vs_source_peer_normalized_rank	-0.0187983557948293	-0.0623099146431645	0.0243449341118238	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	delta_vs_target_peer_normalized_rank	0.1233978478435268	0.0728653587739662	0.1663378876137048	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	observed_auroc	0.6430580049304441	0.590264652446578	0.6861556017053878	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	observed_normalized_best_positive_rank	0.643655480076408	0.5922827477570631	0.689011448510489	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	observed_recall_at_1	0.0448983035631067	0.0254023172164536	0.0883405109841926	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	source_individual_corrected_percentile	0.4688436198846969	0.4323638693270268	0.5185309891507074	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	source_peer_normalized_rank	0.6635297218007784	0.6443351947546287	0.6757792338335674	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	target_individual_corrected_percentile	0.6407320291066188	0.5924043211718781	0.6858501511333948	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	raw	target_peer_normalized_rank	0.5218142389829321	0.5164108482247961	0.5273064899166872	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	delta_vs_source_peer_normalized_rank	-0.1291943051412391	-0.2005391254665193	-0.0617103202386988	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	delta_vs_target_peer_normalized_rank	0.1192586376531653	0.0452404727642802	0.1939413683628658	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	observed_auroc	0.6396854371400762	0.5626117757672703	0.7074820463292236	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	observed_normalized_best_positive_rank	0.6407092769591377	0.5684433865251283	0.7162094187673793	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	observed_recall_at_1	0.0926223114014237	0.0472185778167281	0.1595737010134713	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	source_individual_corrected_percentile	0.3648741919050596	0.3053000788707141	0.4629419542559178	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	source_peer_normalized_rank	0.766728829522489	0.7350635600721298	0.7895771870197069	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	target_individual_corrected_percentile	0.6406157863958097	0.567800843666811	0.7288240207913033	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	raw	target_peer_normalized_rank	0.5147965460201771	0.5052383121875701	0.5227077676208582	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	delta_vs_source_peer_normalized_rank	0.1380737098546783	0.0602008106136983	0.1960612021076802	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	delta_vs_target_peer_normalized_rank	0.2736276048486348	0.2135639845077094	0.3218479227927652	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	observed_auroc	0.8481292553590142	0.7769547184307013	0.8973922612356912	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	observed_normalized_best_positive_rank	0.8482792547056459	0.7826354341624855	0.8983493958866824	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	observed_recall_at_1	0.20106998264893	0.1259765046197239	0.3001966820422458	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	source_individual_corrected_percentile	0.6162134626777583	0.5436702786236612	0.6811584104405561	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	source_peer_normalized_rank	0.7102055448509675	0.6926812003421384	0.7276606260417997	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	target_individual_corrected_percentile	0.8214760561985627	0.7488215400341041	0.8780293463578072	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	raw	target_peer_normalized_rank	0.574651649857011	0.5674879627820769	0.5803670976067512	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	delta_vs_source_peer_normalized_rank	0.0857932469859959	0.0430142732460495	0.1300889483093005	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	delta_vs_target_peer_normalized_rank	0.1893473512645603	0.1455524868528121	0.2357422462734815	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	observed_auroc	0.696414796379671	0.6520720949946562	0.7435249854656338	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	observed_normalized_best_positive_rank	0.6969076230578132	0.6528564055581126	0.7465101283543779	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	observed_recall_at_1	0.0571516118861807	0.0367501322051965	0.0845087815845188	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	source_individual_corrected_percentile	0.5635278682678334	0.52390017618911	0.6105996887710874	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	source_peer_normalized_rank	0.6111143760718172	0.6032819334774558	0.6184564745717372	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	target_individual_corrected_percentile	0.6976686281298276	0.6567106362836351	0.7467452736498318	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	cosine	raw	target_peer_normalized_rank	0.5075602717932528	0.5035664718503221	0.5115916724009897	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	delta_vs_source_peer_normalized_rank	-0.1297125215808491	-0.1849624288098705	-0.0772334791353927	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	delta_vs_target_peer_normalized_rank	0.1097757333914465	0.0625888178909132	0.1560220793562619	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	observed_auroc	0.6100471498897114	0.5613851133208309	0.6520270956971521	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	observed_normalized_best_positive_rank	0.6106350811354795	0.5625871135193237	0.6541011719237582	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	observed_recall_at_1	0.0259259901506664	0.0121077181790484	0.0517358672677906	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	source_individual_corrected_percentile	0.3537782864123897	0.3140050336045776	0.4123043033579404	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	source_peer_normalized_rank	0.7403476027163288	0.7250577325513984	0.7514941620086335	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	cosine	raw	target_individual_corrected_percentile	0.6159663014775236	0.5701954101111758	0.6651287780903047	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
