dataset_pair	dataset_a	dataset_b	scale_variant	metric	mean	ci_low	ci_high	n_rows	n_finite_rows	n_compounds	ci_status	estimate_95_ci
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_delta_vs_source_centroid_spearman_logfc	-0.11223669687523503	-0.11784102716968829	-0.10645190753088532	1910	1910	974	ok	-0.112 [-0.118, -0.106]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_delta_vs_source_peer_spearman_logfc	-0.005195761932459961	-0.01018580629748006	0.0006539589669752962	1910	1910	974	ok	-0.005 [-0.010, 0.001]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_delta_vs_target_centroid_spearman_logfc	0.008161196254744148	0.005002053598772589	0.012363874981386101	1910	1910	974	ok	+0.008 [0.005, 0.012]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_delta_vs_target_peer_spearman_logfc	0.026268403966328555	0.02147769627088456	0.03245558906335228	1910	1910	974	ok	+0.026 [0.021, 0.032]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_observed_spearman_logfc	0.028503902324607883	0.02339417124012196	0.034883081119551906	1910	1910	974	ok	0.029 [0.023, 0.035]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_source_centroid_spearman_logfc_pair	0.14074059919984294	0.13637336595582736	0.14506599129005265	1910	1910	974	ok	0.141 [0.136, 0.145]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_source_peer_spearman_logfc_pair	0.03369966425706782	0.0326348881015989	0.034764537700741505	1910	1910	974	ok	0.034 [0.033, 0.035]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_source_peer_spearman_logfc_pair_corrected_percentile	0.45666135962360815	0.44460258499943195	0.46977571085077263	1910	1910	974	ok	0.457 [0.445, 0.470]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_source_peer_spearman_logfc_pair_fraction_below_observed	0.455600151341623	0.4430602351119473	0.46904983567950637	1910	1910	974	ok	0.456 [0.443, 0.469]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_source_peer_spearman_logfc_pair_sd_score	0.07021545193366809	0.06949898544060028	0.07092070238998602	1910	1910	974	ok	0.070 [0.069, 0.071]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_target_centroid_spearman_logfc_pair	0.02034270606986373	0.017604592616280574	0.023197828958462192	1910	1910	974	ok	0.020 [0.018, 0.023]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_target_peer_spearman_logfc_pair	0.0022354983582793192	0.0017198810841702332	0.002732030127915724	1910	1910	974	ok	0.002 [0.002, 0.003]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_target_peer_spearman_logfc_pair_corrected_percentile	0.5801832971025587	0.5654994068272858	0.5941548325821531	1910	1910	974	ok	0.580 [0.565, 0.594]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_target_peer_spearman_logfc_pair_fraction_below_observed	0.579363342604712	0.5652706927176065	0.5942893076210705	1910	1910	974	ok	0.579 [0.565, 0.594]
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	raw	w4_target_peer_spearman_logfc_pair_sd_score	0.03445682854854302	0.03406231833180107	0.03494376063841728	1910	1910	974	ok	0.034 [0.034, 0.035]
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	raw	w4_delta_vs_source_centroid_spearman_logfc	-0.22998717195746546	-0.2570194261686716	-0.19870854311267117	127	127	124	ok	-0.230 [-0.257, -0.199]
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	raw	w4_delta_vs_source_peer_spearman_logfc	-0.020372213269039315	-0.04723772411722821	0.00864668533274869	127	127	124	ok	-0.020 [-0.047, 0.009]
