dataset_pair	dataset_a	dataset_b	scale_variant	metric	mean	ci_low	ci_high	n_rows	n_finite_rows	n_compounds	ci_status	estimate_95_ci
L1000 Phase2–Sciplex	l1000_phase2	sciplex	raw	w4_target_peer_deg_lfc_spearman_pair_p05	0.04819400763024672	0.03061931547920182	0.06468295136551326	127	123	81	ok	0.048 [0.031, 0.065]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	raw	w4_target_peer_deg_lfc_spearman_pair_p05_corrected_percentile	0.6515553629218527	0.6015033617452226	0.6991927929774319	127	123	81	ok	0.652 [0.602, 0.699]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	raw	w4_target_peer_deg_lfc_spearman_pair_p05_fraction_below_observed	0.6496988999440849	0.5956952455698626	0.6947556143335057	127	123	81	ok	0.650 [0.596, 0.695]
L1000 Phase2–Sciplex	l1000_phase2	sciplex	raw	w4_target_peer_deg_lfc_spearman_pair_p05_sd_score	0.3665767867489089	0.3291739182102795	0.41090680742229935	127	123	81	ok	0.367 [0.329, 0.411]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_delta_vs_source_centroid_deg_lfc_spearman_p05	-0.30535169974086596	-0.38685396388201854	-0.20909633883149323	134	77	63	ok	-0.305 [-0.387, -0.209]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_delta_vs_source_peer_deg_lfc_spearman_p05	-0.032698821923645684	-0.12002317086312654	0.05695875869840283	134	77	63	ok	-0.033 [-0.120, 0.057]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_delta_vs_target_centroid_deg_lfc_spearman_p05	0.017649741082400746	-0.08859617421528024	0.10888131544083994	134	77	63	ok	+0.018 [-0.089, 0.109]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_delta_vs_target_peer_deg_lfc_spearman_p05	0.06995897674340042	-0.00988140540658722	0.15466079959957588	134	77	63	ok	+0.070 [-0.010, 0.155]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_observed_deg_lfc_spearman_sym_p05	0.08424644027302704	-0.0025779755385905616	0.1594265338719627	134	77	63	ok	0.084 [-0.003, 0.159]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_source_centroid_deg_lfc_spearman_pair_p05	0.30180600730734247	0.2331700402838046	0.36212659826444493	134	132	108	ok	0.302 [0.233, 0.362]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_source_peer_deg_lfc_spearman_pair_p05	0.005880037516656452	-0.02087320751336723	0.03713151131760312	134	132	108	ok	0.006 [-0.021, 0.037]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_source_peer_deg_lfc_spearman_pair_p05_corrected_percentile	0.5768337700119948	0.532793810993107	0.6197830103702004	134	132	108	ok	0.577 [0.533, 0.620]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_source_peer_deg_lfc_spearman_pair_p05_fraction_below_observed	0.5758092437014667	0.5287729480951157	0.6146267562546859	134	132	108	ok	0.576 [0.529, 0.615]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_source_peer_deg_lfc_spearman_pair_p05_sd_score	0.4638536315126473	0.432164975419016	0.49933422730168914	134	132	108	ok	0.464 [0.432, 0.499]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_target_centroid_deg_lfc_spearman_pair_p05	0.09796170511471375	0.031999101699857736	0.1581638426763184	134	132	108	ok	0.098 [0.032, 0.158]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_target_peer_deg_lfc_spearman_pair_p05	0.025468966594423145	0.004785915847380568	0.04431683939114002	134	132	108	ok	0.025 [0.005, 0.044]
L1000 Phase2–Tahoe	l1000_phase2	tahoe	raw	w4_target_peer_deg_lfc_spearman_pair_p05_corrected_percentile	0.5818472719658789	0.5403085064394281	0.6248369006627799	134	132	108	ok	0.582 [0.540, 0.625]
