dataset_name	summary_level	metric	value_col	mean	ci_low	ci_high	ci_half_width	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_bootstrap_valid	n_rows	n_finite_rows	n_compounds	cluster_col	inner_strata	outer_strata	uncertainty_scope
cigs_mce	table_7_dataset	observed_deg_lfc_spearman_sym_p05	mean_replicate_deg_lfc_spearman_sym_p05	0.45412238498033886	0.4441344672023998	0.464221569877759	0.01004355133767959	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	centroid_baseline_deg_lfc_spearman_sym_p05	mean_baseline_pair_deg_lfc_spearman_sym_p05	0.43080812049935285	0.4212687458656261	0.4386582259033434	0.008694740018858643	bca	ok	0.95	2000	2000	21426	13008	9096	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	delta_vs_centroid_deg_lfc_spearman_sym_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_sym_p05	-0.00697739459266884	-0.0179800183296869	0.0036419110105479135	0.010810964670117407	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	individual_peer_mean_deg_lfc_spearman_sym_p05	mean_peer_baseline_deg_lfc_spearman_sym_p05	0.06394045782843043	0.06232654424270966	0.06567202729699918	0.0016727415271447603	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	individual_peer_sd_deg_lfc_spearman_sym_p05	mean_peer_baseline_deg_lfc_spearman_sym_sd_p05	0.3629943051261361	0.35896842976275145	0.3671869843101268	0.004109277273687678	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	individual_peer_fraction_below_observed_deg_lfc_spearman_sym_p05	mean_peer_baseline_deg_lfc_spearman_sym_fraction_below_observed_p05	0.7891647177936164	0.7824463697013514	0.7961292341312722	0.006841432214960419	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	individual_peer_corrected_percentile_deg_lfc_spearman_sym_p05	mean_peer_baseline_deg_lfc_spearman_sym_corrected_percentile_p05	0.7899866229185057	0.783172141970101	0.7964497673955048	0.0066388127127018914	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_7_dataset	delta_vs_individual_peer_deg_lfc_spearman_sym_p05	mean_delta_vs_peer_baseline_deg_lfc_spearman_sym_p05	0.39018192715190847	0.3801834765180996	0.399386872040165	0.009601697761032701	bca	ok	0.95	2000	2000	21426	6368	5007	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_7_dataset	observed_deg_lfc_spearman_sym_p05	mean_replicate_deg_lfc_spearman_sym_p05	0.5436023448467794	0.5207148708171386	0.5646212524570278	0.021953190819944568	bca	ok	0.95	2000	2000	7020	1720	933	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_7_dataset	centroid_baseline_deg_lfc_spearman_sym_p05	mean_baseline_pair_deg_lfc_spearman_sym_p05	0.28597100835280703	0.2628565628876593	0.30849586197299705	0.02281964954266888	bca	ok	0.95	2000	2000	7020	3353	1530	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
