dose_threshold	threshold_order	max_fold_difference	max_abs_delta_log10_dose	is_reference	dataset_a	dataset_b	summary_level	metric	value_col	mean	ci_low	ci_high	ci_half_width	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_bootstrap_valid	n_rows	n_finite_rows	n_compounds	cluster_col	inner_strata	outer_strata	uncertainty_scope	cell_type
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.1593182263844213	0.11086979035521198	0.21282880078037508	0.05097950521258155	bca	ok	0.95	2000	2000	553	506	170	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.3841724460619057	0.35481544632560746	0.40926053953468355	0.027222546604538045	bca	ok	0.95	2000	2000	553	553	176	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.21974623182495456	-0.2655172318579292	-0.17528033815602623	0.04511844685095148	bca	ok	0.95	2000	2000	553	506	170	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.8949486055671774	0.8641586258546246	0.9209851780901733	0.02841327611777439	bca	ok	0.95	2000	2000	553	276	110	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.7085395399888197	0.694474204294076	0.7231249693553872	0.014325382530655573	bca	ok	0.95	2000	2000	553	553	176	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.14512812349632287	0.11672949417470974	0.17194200780764488	0.02760625681646757	bca	ok	0.95	2000	2000	553	276	110	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	sciplex	dose_threshold_dataset_pair	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.2533539260837602	0.009448454595252481	0.48616804670849456	0.23835979605662105	bca	ok	0.95	2000	2000	53	7	5	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	sciplex	dose_threshold_dataset_pair	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.250934641883557	0.09775266331086326	0.3760000826549881	0.13912370967206242	bca	ok	0.95	2000	2000	53	49	37	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	sciplex	dose_threshold_dataset_pair	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.19139379496274683	-0.5160943585042191	-0.08020225803289695	0.2179460502356611	bca	ok	0.95	2000	2000	53	7	5	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	sciplex	dose_threshold_dataset_pair	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.9137834821428572	0.7622279540041915	0.979591836734694	0.10868194136525122	bca	ok	0.95	2000	2000	53	8	6	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	sciplex	dose_threshold_dataset_pair	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6769844551323266	0.6077580064127736	0.7373426627355169	0.06479232816137165	bca	ok	0.95	2000	2000	53	52	37	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	sciplex	dose_threshold_dataset_pair	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.12968534470850748	0.04724163770673438	0.20770515247983048	0.08023175738654806	bca	ok	0.95	2000	2000	53	8	6	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	tahoe	dose_threshold_dataset_pair	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.1622265556796972	-0.05849449107876384	0.3200686690168851	0.18928158004782447	bca	ok	0.95	2000	2000	21	13	11	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	tahoe	dose_threshold_dataset_pair	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.4231600792720486	0.28892938290275993	0.5121132739615222	0.11159194552938112	bca	ok	0.95	2000	2000	21	21	17	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	tahoe	dose_threshold_dataset_pair	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.2608057337586894	-0.36736118648759414	-0.1595476547777554	0.10390676585491937	bca	ok	0.95	2000	2000	21	13	11	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	tahoe	dose_threshold_dataset_pair	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.7211948840512399	0.3329886754825082	0.8461948840512399	0.25660310428436583	bca	ok	0.95	2000	2000	21	8	6	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	tahoe	dose_threshold_dataset_pair	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.7356507383191901	0.6898214716085186	0.7933317098615036	0.0517551191264925	bca	ok	0.95	2000	2000	21	21	17	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	tahoe	dose_threshold_dataset_pair	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	-0.03149658972298584	-0.4837340946270833	0.08855240101461505	0.28614324782084916	bca	ok	0.95	2000	2000	21	8	6	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	sciplex	dose_threshold_dataset_pair	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.38264716306331237	0.1816484099450429	0.5350020750980957	0.17667683257652642	bca	ok	0.95	2000	2000	127	15	14	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	sciplex	dose_threshold_dataset_pair	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.2130265182938198	0.11573633237550775	0.30156855944367233	0.0929161135340823	bca	ok	0.95	2000	2000	127	102	73	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	sciplex	dose_threshold_dataset_pair	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.021986090100684096	-0.13366167575042995	0.13121699153603858	0.13243933364323426	bca	ok	0.95	2000	2000	127	15	14	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	sciplex	dose_threshold_dataset_pair	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.930650791271345	0.8527018386076941	0.9740733151183971	0.06068573825535151	bca	ok	0.95	2000	2000	127	15	15	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	sciplex	dose_threshold_dataset_pair	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6441333337955752	0.6025027595441164	0.6791891557477493	0.03834319810181647	bca	ok	0.95	2000	2000	127	113	78	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	sciplex	dose_threshold_dataset_pair	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.21033891688062933	0.1405464784216955	0.2738305571349709	0.0666420393566377	bca	ok	0.95	2000	2000	127	15	15	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	tahoe	dose_threshold_dataset_pair	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.06603606577139064	-0.04242732324053144	0.1679741960219581	0.10520075963124477	bca	ok	0.95	2000	2000	134	58	47	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	tahoe	dose_threshold_dataset_pair	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.26106327017007014	0.17500577824543995	0.3396887391426504	0.08234148044860523	bca	ok	0.95	2000	2000	134	122	101	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	tahoe	dose_threshold_dataset_pair	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.30846480699563866	-0.423295234736231	-0.17395098718956956	0.12467212377333071	bca	ok	0.95	2000	2000	134	58	47	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	tahoe	dose_threshold_dataset_pair	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.6459935266266588	0.4778324031916372	0.7681685532721876	0.14516807504027518	bca	ok	0.95	2000	2000	134	24	18	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	tahoe	dose_threshold_dataset_pair	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6689375692087576	0.6325343588799881	0.7061410221519047	0.03680333163595828	bca	ok	0.95	2000	2000	134	130	107	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase2	tahoe	dose_threshold_dataset_pair	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	-0.14063534744863326	-0.31179329876362444	-0.025610792113187876	0.14309125332521827	bca	ok	0.95	2000	2000	134	24	18	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	tahoe	sciplex	dose_threshold_dataset_pair	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.15785887696601744	-0.13675464351991556	0.33966618997760045	0.238210416748758	bca	ok	0.95	2000	2000	23	8	8	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	tahoe	sciplex	dose_threshold_dataset_pair	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.5121751091782398	0.1897012844224384	0.6719900834096788	0.2411443994936202	bca	ok	0.95	2000	2000	23	17	17	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	tahoe	sciplex	dose_threshold_dataset_pair	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.41269642524999023	-0.6495433947524386	-0.24066851298689748	0.20443744088277055	bca	ok	0.95	2000	2000	23	8	8	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	tahoe	sciplex	dose_threshold_dataset_pair	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.8933727687837276	0.8510273972602741	0.9163636363636364	0.03266811955168114	bca	ok	0.95	2000	2000	23	3	3	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	tahoe	sciplex	dose_threshold_dataset_pair	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.8888464119091276	0.8343156565723973	0.9348350541215087	0.05025969877455572	bca	ok	0.95	2000	2000	23	21	21	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	tahoe	sciplex	dose_threshold_dataset_pair	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.14580006737005538	0.1216694184553293	0.1673678129258306	0.022849197235250654	bca	ok	0.95	2000	2000	23	3	3	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.31629320890863294	0.16768977677420394	0.44961312182366686	0.14096167252473146	bca	ok	0.95	2000	2000	16	16	16	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0023
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.42812599061953227	0.260264037629969	0.5298877154373777	0.13481183890370432	bca	ok	0.95	2000	2000	16	16	16	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0023
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.17256640545865065	-0.3210325496292185	-0.057615102717865685	0.1317087234556764	bca	ok	0.95	2000	2000	16	16	16	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0023
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.9089805230351615	0.7919297195156454	0.9695280741705712	0.0887991773274629	bca	ok	0.95	2000	2000	16	13	13	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0023
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.7458951120249473	0.6760579434937276	0.7924947507462056	0.05821840362623898	bca	ok	0.95	2000	2000	16	16	16	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0023
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.12018455302509341	-0.024898491421755608	0.19234484656638481	0.1086216689940702	bca	ok	0.95	2000	2000	16	13	13	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0023
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.05933229444082758	-0.006360859541661322	0.11998471375540835	0.06317278664853483	bca	ok	0.95	2000	2000	136	130	130	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.3017093783018402	0.25732348881403644	0.3428600643264111	0.04276828775618732	bca	ok	0.95	2000	2000	136	136	136	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.23920165982235117	-0.3057646360177527	-0.1747222220370731	0.06552120699033981	bca	ok	0.95	2000	2000	136	130	130	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.8431925056728876	0.7663182804004897	0.896941937985658	0.06531182879258418	bca	ok	0.95	2000	2000	136	60	60	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6832789761928022	0.6629639193066728	0.7029752247730059	0.020005652733166568	bca	ok	0.95	2000	2000	136	136	136	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.14114982116894806	0.06295811538851395	0.20173977501718438	0.06939082981433521	bca	ok	0.95	2000	2000	136	60	60	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.18495367218631714	0.08495937061127845	0.28328329809568353	0.09916196374220254	bca	ok	0.95	2000	2000	63	57	57	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.3677367384987096	0.2939627409552803	0.4335646349151959	0.06980094697995781	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.2272219254017624	-0.34282980998976076	-0.12936816568710094	0.10673082215132991	bca	ok	0.95	2000	2000	63	57	57	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.9550413775216738	0.9206610487473523	0.9781266930244445	0.02873282213854611	bca	ok	0.95	2000	2000	63	30	30	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.666610566994492	0.627787179956804	0.7011522437435697	0.03668253189338283	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.22258362339889723	0.17084843165486804	0.2745547907194607	0.05185317953229633	bca	ok	0.95	2000	2000	63	30	30	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	-0.008266253301068397	-0.11297767571396082	0.06429061339581926	0.08863414455489005	bca	ok	0.95	2000	2000	15	14	14	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.30015720021362013	0.2331242486272613	0.36151499085182176	0.06419537111228023	bca	ok	0.95	2000	2000	15	15	15	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.2982368144851482	-0.4461216573140757	-0.20067731531874994	0.12272217099766289	bca	ok	0.95	2000	2000	15	14	14	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.6559216925772109	0.482660303125014	0.8015260881816068	0.15943289252829637	bca	ok	0.95	2000	2000	15	13	13	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.673702071550472	0.6481226703480918	0.7108328859343946	0.03135510779315143	bca	ok	0.95	2000	2000	15	15	15	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	-0.02061342788151878	-0.1940868058526883	0.14369606531842635	0.16889143558555733	bca	ok	0.95	2000	2000	15	13	13	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_deg_lfc_spearman_sym_p05	mean_observed_deg_lfc_spearman_sym_p05	0.17134418661405365	0.07186959141954292	0.25378393046147857	0.09095716952096783	bca	ok	0.95	2000	2000	94	84	84	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_deg_lfc_spearman_p05	mean_baseline_pair_deg_lfc_spearman_p05	0.34662128442750983	0.2831414917330312	0.4021231060309523	0.059490807148960545	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	delta_vs_baseline_pair_deg_lfc_spearman_p05	mean_delta_vs_baseline_pair_deg_lfc_spearman_p05	-0.1621310289512563	-0.25338563034723327	-0.08337297569602478	0.08500632732560424	bca	ok	0.95	2000	2000	94	84	84	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	observed_direction_agreement_p05	mean_observed_direction_agreement_p05	0.9224486689345633	0.8034568521851992	0.9663780562793265	0.08146060204706362	bca	ok	0.95	2000	2000	94	41	41	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
2x	1	2.0	0.3010299956639812	False	l1000_phase1	l1000_phase2	dose_threshold_dataset_pair_line	baseline_pair_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6886375970697106	0.6589059863032305	0.7175282552368175	0.02931113446679351	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
