dataset_a	dataset_b	summary_level	metric	value_col	mean	ci_low	ci_high	ci_half_width	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_bootstrap_valid	n_rows	n_finite_rows	n_compounds	cluster_col	inner_strata	outer_strata	uncertainty_scope	cell_type
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_corrected_percentile	mean_pb_source_peer_spearman_logfc_pair_corrected_percentile	0.6704981803245884	0.6325011453315025	0.7062002096739771	0.03684953217123732	bca	ok	0.95	2000	2000	179	179	179	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair	mean_pb_target_peer_spearman_logfc_pair	0.03922685681922084	0.033479559515471255	0.04479776694030511	0.005659103712416926	bca	ok	0.95	2000	2000	179	179	179	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_peer_spearman_logfc	mean_pb_delta_vs_target_peer_spearman_logfc	0.17625325445373025	0.14851508445193348	0.20703301016307873	0.029258962855572626	bca	ok	0.95	2000	2000	179	179	179	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_sd_score	mean_pb_target_peer_spearman_logfc_pair_sd_score	0.13034981631063175	0.12551661361464997	0.13536523591534297	0.0049243111503465	bca	ok	0.95	2000	2000	179	179	179	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_target_peer_spearman_logfc_pair_fraction_below_observed	0.7363313083869945	0.7022486196499268	0.7672324995972519	0.032491939973662565	bca	ok	0.95	2000	2000	179	179	179	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_corrected_percentile	mean_pb_target_peer_spearman_logfc_pair_corrected_percentile	0.7373507869335891	0.7022050127277977	0.7701285371966946	0.03396176223444847	bca	ok	0.95	2000	2000	179	179	179	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0031
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_observed_spearman_logfc	mean_pb_observed_spearman_logfc	0.15731279796128453	0.12061545303396276	0.1991367481505694	0.039260647558303316	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_centroid_spearman_logfc_pair	mean_pb_source_centroid_spearman_logfc_pair	0.2527626916339888	0.20929044674132863	0.29208209791061535	0.04139582558464336	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_centroid_spearman_logfc	mean_pb_delta_vs_source_centroid_spearman_logfc	-0.09544989367270432	-0.14757199067102855	-0.05013742773227269	0.04871728146937793	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_centroid_spearman_logfc_pair	mean_pb_target_centroid_spearman_logfc_pair	0.0035690703824838464	-0.024977305871142937	0.03292998024640789	0.028953643058775416	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_centroid_spearman_logfc	mean_pb_delta_vs_target_centroid_spearman_logfc	0.15374372757880067	0.12551635623502475	0.18055698148130797	0.027520312623141613	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair	mean_pb_source_peer_spearman_logfc_pair	0.09900070765757918	0.08811972760492315	0.11014096040949145	0.011010616402284151	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_peer_spearman_logfc	mean_pb_delta_vs_source_peer_spearman_logfc	0.05831209030370534	0.020971612073795082	0.09801674507870421	0.038522566502454565	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_sd_score	mean_pb_source_peer_spearman_logfc_pair_sd_score	0.1668848333751946	0.15818984999590985	0.17581125661814453	0.008810703311117343	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_source_peer_spearman_logfc_pair_fraction_below_observed	0.5730971005472536	0.519120308371872	0.621653531626217	0.0512666116271725	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_corrected_percentile	mean_pb_source_peer_spearman_logfc_pair_corrected_percentile	0.5755413664535676	0.5263295596622525	0.6254518248506106	0.04956113259417905	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair	mean_pb_target_peer_spearman_logfc_pair	0.011422052481647058	0.002298242504561329	0.020384503407030904	0.009043130451234787	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_peer_spearman_logfc	mean_pb_delta_vs_target_peer_spearman_logfc	0.14589074547963746	0.11490605995001024	0.1811123973749484	0.03310316871246907	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_sd_score	mean_pb_target_peer_spearman_logfc_pair_sd_score	0.13323140423551258	0.12591994237037962	0.1410449416875324	0.007562499658576388	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_target_peer_spearman_logfc_pair_fraction_below_observed	0.7347180096558477	0.6893143976126622	0.7763818385383957	0.04353372046286674	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_corrected_percentile	mean_pb_target_peer_spearman_logfc_pair_corrected_percentile	0.7361984135693299	0.6911911634571428	0.7788384062683263	0.04382362140559176	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0033
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_observed_spearman_logfc	mean_pb_observed_spearman_logfc	0.24322811626091648	0.20112846793135566	0.2865052105364987	0.04268837130257151	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_centroid_spearman_logfc_pair	mean_pb_source_centroid_spearman_logfc_pair	0.23496857202417776	0.2006215992422364	0.26876331642739265	0.03407085859257812	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_centroid_spearman_logfc	mean_pb_delta_vs_source_centroid_spearman_logfc	0.008259544236738713	-0.026353536841755593	0.045076166222019064	0.03571485153188733	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_centroid_spearman_logfc_pair	mean_pb_target_centroid_spearman_logfc_pair	0.1496909716332117	0.11296089354000349	0.18115698941313577	0.034098047936566137	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_centroid_spearman_logfc	mean_pb_delta_vs_target_centroid_spearman_logfc	0.09353714462770474	0.06402752137234277	0.1258829868162901	0.03092773272197366	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair	mean_pb_source_peer_spearman_logfc_pair	0.05271599955040255	0.0467809800590699	0.058366589497319335	0.005792804719124717	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_peer_spearman_logfc	mean_pb_delta_vs_source_peer_spearman_logfc	0.19051211671051393	0.1506861877594529	0.23435246465711557	0.04183313844883134	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_sd_score	mean_pb_source_peer_spearman_logfc_pair_sd_score	0.12867950883977214	0.12262420155078352	0.1357008688549634	0.006538333652089945	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_source_peer_spearman_logfc_pair_fraction_below_observed	0.7447659154681966	0.6908220752437578	0.7938411590034128	0.05150954187982748	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_corrected_percentile	mean_pb_source_peer_spearman_logfc_pair_corrected_percentile	0.7462861716436721	0.6914779196994604	0.7932004577499399	0.05086126902523974	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair	mean_pb_target_peer_spearman_logfc_pair	0.027146191134231452	0.022033821529833422	0.032324055662539715	0.005145117066353146	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_peer_spearman_logfc	mean_pb_delta_vs_target_peer_spearman_logfc	0.21608192512668506	0.17804089142803942	0.2585080224008359	0.040233565486398254	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_sd_score	mean_pb_target_peer_spearman_logfc_pair_sd_score	0.1114280939278903	0.10571426679664246	0.11727733468196616	0.00578153394266185	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_target_peer_spearman_logfc_pair_fraction_below_observed	0.796666146386555	0.7495011757568907	0.8458151382383868	0.048156981240748076	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_corrected_percentile	mean_pb_target_peer_spearman_logfc_pair_corrected_percentile	0.797331966596391	0.7482873057569236	0.839964360545869	0.045838527394472695	bca	ok	0.95	2000	2000	118	118	118	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0035
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_observed_spearman_logfc	mean_pb_observed_spearman_logfc	0.2635421828332048	0.22478821736256527	0.3028209822988286	0.03901638246813166	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_centroid_spearman_logfc_pair	mean_pb_source_centroid_spearman_logfc_pair	0.32489392839686526	0.2932957865293814	0.35442847874029926	0.03056634610545894	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_centroid_spearman_logfc	mean_pb_delta_vs_source_centroid_spearman_logfc	-0.061351745563660326	-0.0836566853764378	-0.038443929454919534	0.022606377960759136	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_centroid_spearman_logfc_pair	mean_pb_target_centroid_spearman_logfc_pair	0.21194209409402226	0.18264807002616712	0.24025731949536275	0.028804624734597814	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_centroid_spearman_logfc	mean_pb_delta_vs_target_centroid_spearman_logfc	0.05160008873918263	0.033190021753020015	0.07000386188841405	0.01840692006769702	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair	mean_pb_source_peer_spearman_logfc_pair	0.13351966344263677	0.1235078738339337	0.14342195025541377	0.009957038210740031	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_peer_spearman_logfc	mean_pb_delta_vs_source_peer_spearman_logfc	0.13002251939056808	0.09953244862352853	0.16543501948340583	0.03295128542993865	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_sd_score	mean_pb_source_peer_spearman_logfc_pair_sd_score	0.13728805263890329	0.13228001523738217	0.14312087036909785	0.005420427565857838	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_source_peer_spearman_logfc_pair_fraction_below_observed	0.6771566136056634	0.6311665923342219	0.722902488778086	0.045867948221932076	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_corrected_percentile	mean_pb_source_peer_spearman_logfc_pair_corrected_percentile	0.6792728334612408	0.6348799135425686	0.7228302500515988	0.04397516825451514	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair	mean_pb_target_peer_spearman_logfc_pair	0.08662780594828466	0.07632422153304454	0.09659763486453085	0.010136706665743157	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_peer_spearman_logfc	mean_pb_delta_vs_target_peer_spearman_logfc	0.17691437688492018	0.1465801779087137	0.21079395531421297	0.032106888702749636	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_sd_score	mean_pb_target_peer_spearman_logfc_pair_sd_score	0.1130154594343189	0.10727137488759772	0.11927945551943663	0.0060040403159194525	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_target_peer_spearman_logfc_pair_fraction_below_observed	0.7832057703459839	0.7425562465184128	0.8205250753820151	0.03898441443180117	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_corrected_percentile	mean_pb_target_peer_spearman_logfc_pair_corrected_percentile	0.784613099904395	0.7468659513537439	0.8208222642367038	0.03697815644147995	bca	ok	0.95	2000	2000	94	94	94	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0062
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_observed_spearman_logfc	mean_pb_observed_spearman_logfc	0.37749889778025714	0.2930279713649375	0.45770576089288895	0.08233889476397571	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_centroid_spearman_logfc_pair	mean_pb_source_centroid_spearman_logfc_pair	0.38141614309319866	0.32402897075362413	0.4327944310254732	0.05438273013592454	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_centroid_spearman_logfc	mean_pb_delta_vs_source_centroid_spearman_logfc	-0.003917245312941516	-0.05769424526740951	0.05043079569531105	0.05406252048136028	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_centroid_spearman_logfc_pair	mean_pb_target_centroid_spearman_logfc_pair	0.2826306571111355	0.23090203102570692	0.335936296734523	0.05251713285440805	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_centroid_spearman_logfc	mean_pb_delta_vs_target_centroid_spearman_logfc	0.09486824066912171	0.049133744108046294	0.1479787017039837	0.0494224787979687	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair	mean_pb_source_peer_spearman_logfc_pair	0.1281500055769988	0.11365096397223931	0.1427355060120683	0.014542271019914496	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_source_peer_spearman_logfc	mean_pb_delta_vs_source_peer_spearman_logfc	0.24934889220325843	0.16901797673901656	0.3309788037499304	0.08098041350545691	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_sd_score	mean_pb_source_peer_spearman_logfc_pair_sd_score	0.14921211406194337	0.13955207376797366	0.15792341124404258	0.009185668738034461	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_source_peer_spearman_logfc_pair_fraction_below_observed	0.743678266705714	0.646958470562839	0.8228148531598655	0.08792819129851326	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_peer_spearman_logfc_pair_corrected_percentile	mean_pb_source_peer_spearman_logfc_pair_corrected_percentile	0.7520621705800856	0.6591945630967209	0.8250214383087865	0.08291343760603281	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair	mean_pb_target_peer_spearman_logfc_pair	0.07390993138828765	0.06250054002366476	0.08484346146962575	0.011171460722980496	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_delta_vs_target_peer_spearman_logfc	mean_pb_delta_vs_target_peer_spearman_logfc	0.30358896639196953	0.22790305330951585	0.3782056151516007	0.07515128092104244	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_sd_score	mean_pb_target_peer_spearman_logfc_pair_sd_score	0.11393073562659362	0.10244938057090494	0.12752859439338346	0.01253960691123926	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_fraction_below_observed	mean_pb_target_peer_spearman_logfc_pair_fraction_below_observed	0.8222692671941515	0.7382390605584823	0.8864611299826071	0.07411103471206237	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_target_peer_spearman_logfc_pair_corrected_percentile	mean_pb_target_peer_spearman_logfc_pair_corrected_percentile	0.827565940740907	0.7431542746693509	0.8881856358777689	0.07251568060420899	bca	ok	0.95	2000	2000	48	48	43	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0132
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_observed_spearman_logfc	mean_pb_observed_spearman_logfc	0.191802121548931	0.14631240241398127	0.24085174139044505	0.047269669488231886	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0178
l1000_phase1	l1000_phase2	peer_baseline_dataset_pair_line	pb_source_centroid_spearman_logfc_pair	mean_pb_source_centroid_spearman_logfc_pair	0.2649115056586396	0.22743273833517977	0.29908407064404857	0.0358256661544344	bca	ok	0.95	2000	2000	63	63	63	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.	CVCL_0178
