dataset_a	dataset_b	cell_type	pubchem_cid	time_key	left_obs_id	right_obs_id	left_plate	right_plate	left_well	right_well	left_dose_key	right_dose_key	left_log10_dose	right_log10_dose	abs_delta_log10_dose	matched_condition_key	n_context_matching_drugs	error
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X2_F1B19_K21_rucaparib_CVCL_0023	plate9_plate3_G8_rucaparib_CVCL_0023	LJP008_A549_24H_X2_F1B19	plate9	K21	plate3_G8	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate9_plate3_G8_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_G8_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X3_F1B19_K21_rucaparib_CVCL_0023	plate33_plate3_F2_rucaparib_CVCL_0023	LJP008_A549_24H_X3_F1B19	plate33	K21	plate3_F2	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate33_plate3_F2_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_F2_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X3_F1B19_K21_rucaparib_CVCL_0023	plate9_plate3_G8_rucaparib_CVCL_0023	LJP008_A549_24H_X3_F1B19	plate9	K21	plate3_G8	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate9_plate3_G8_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_G8_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X4_F1B19_K21_rucaparib_CVCL_0023	plate33_plate3_F2_rucaparib_CVCL_0023	LJP008_A549_24H_X4_F1B19	plate33	K21	plate3_F2	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate33_plate3_F2_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_F2_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X4_F1B19_K21_rucaparib_CVCL_0023	plate9_plate3_G8_rucaparib_CVCL_0023	LJP008_A549_24H_X4_F1B19	plate9	K21	plate3_G8	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate9_plate3_G8_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_G8_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X5_F1B19_K21_rucaparib_CVCL_0023	plate33_plate3_F2_rucaparib_CVCL_0023	LJP008_A549_24H_X5_F1B19	plate33	K21	plate3_F2	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate33_plate3_F2_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_F2_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X5_F1B19_K21_rucaparib_CVCL_0023	plate9_plate3_G8_rucaparib_CVCL_0023	LJP008_A549_24H_X5_F1B19	plate9	K21	plate3_G8	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate9_plate3_G8_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_G8_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X6_F1B19_K21_rucaparib_CVCL_0023	plate33_plate3_F2_rucaparib_CVCL_0023	LJP008_A549_24H_X6_F1B19	plate33	K21	plate3_F2	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate33_plate3_F2_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_F2_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0023	9931954	24	LJP008_A549_24H_X6_F1B19_K21_rucaparib_CVCL_0023	plate9_plate3_G8_rucaparib_CVCL_0023	LJP008_A549_24H_X6_F1B19	plate9	K21	plate3_G8	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	9931954|CVCL_0023|24|1.11|1	44	"""Could not resolve obs_id='plate9_plate3_G8_rucaparib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_G8_rucaparib_CVCL_0023', '9931954|1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X1_B17_A15_alvocidib_CVCL_0031	plate23_plate9_G10_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X1_B17	plate23	A15	plate9_G10	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate23_plate9_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate23_plate9_G10_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X1_B17_A15_alvocidib_CVCL_0031	plate47_plate9_G4_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X1_B17	plate47	A15	plate9_G4	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate47_plate9_G4_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate47_plate9_G4_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X2_B17_A15_alvocidib_CVCL_0031	plate23_plate9_G10_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X2_B17	plate23	A15	plate9_G10	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate23_plate9_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate23_plate9_G10_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X2_B17_A15_alvocidib_CVCL_0031	plate47_plate9_G4_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X2_B17	plate47	A15	plate9_G4	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate47_plate9_G4_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate47_plate9_G4_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X3_B17_A15_alvocidib_CVCL_0031	plate23_plate9_G10_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X3_B17	plate23	A15	plate9_G10	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate23_plate9_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate23_plate9_G10_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X3_B17_A15_alvocidib_CVCL_0031	plate47_plate9_G4_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X3_B17	plate47	A15	plate9_G4	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate47_plate9_G4_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate47_plate9_G4_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X4_B19_A15_alvocidib_CVCL_0031	plate23_plate9_G10_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X4_B19	plate23	A15	plate9_G10	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate23_plate9_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate23_plate9_G10_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase2	sciplex	CVCL_0031	5287969	24	LJP006_MCF7_24H_X4_B19_A15_alvocidib_CVCL_0031	plate47_plate9_G4_Flavopiridol_CVCL_0031	LJP006_MCF7_24H_X4_B19	plate47	A15	plate9_G4	1.11	1	0.04532297878665747	9.64327466553287e-17	0.04532297878665737	5287969|CVCL_0031|24|1.11|1	83	"""Could not resolve obs_id='plate47_plate9_G4_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate47_plate9_G4_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
